model,benchmark,problem_id,held_out_block,selected_action,selected_action_label,selector_value,full_value,random_all6_value,random_removal_value,correctness_heuristic_action,correctness_heuristic_label,correctness_heuristic_value,hindsight_action,hindsight_value,selector_fullA_action,selector_fullA_value,selector_fullB_action,selector_fullB_value,proposal_correctness
oss,mascqa,p_afcd1aba939eb39c,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_afcd1aba939eb39c,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_afcd1aba939eb39c,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_0cbd09f7d5c2e2b9,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_0cbd09f7d5c2e2b9,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_0cbd09f7d5c2e2b9,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_0cbd09f7d5c2e2b9,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_0cbd09f7d5c2e2b9,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_537fc4c2833bc6f6,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_537fc4c2833bc6f6,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_537fc4c2833bc6f6,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_537fc4c2833bc6f6,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_537fc4c2833bc6f6,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2b7d51ebe77ef437,0,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 0, 0, 1]"
oss,mascqa,p_2b7d51ebe77ef437,1,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 0, 0, 1]"
oss,mascqa,p_2b7d51ebe77ef437,2,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 0, 0, 1]"
oss,mascqa,p_2b7d51ebe77ef437,3,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 0, 0, 1]"
oss,mascqa,p_2b7d51ebe77ef437,4,0,full,1.0,1.0,0.8333333333333334,0.8,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 0, 0, 1]"
oss,mascqa,p_437b562e34613476,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_437b562e34613476,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_437b562e34613476,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_437b562e34613476,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_437b562e34613476,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1892297cd87141e3,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1892297cd87141e3,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1892297cd87141e3,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1892297cd87141e3,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1892297cd87141e3,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1f16f2d0cb0bd3f5,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1f16f2d0cb0bd3f5,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1f16f2d0cb0bd3f5,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1f16f2d0cb0bd3f5,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_1f16f2d0cb0bd3f5,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_e4072c377665cf17,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_e4072c377665cf17,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_e4072c377665cf17,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_e4072c377665cf17,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_e4072c377665cf17,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_fcdcebaaf8b4ac98,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_fcdcebaaf8b4ac98,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_fcdcebaaf8b4ac98,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_fcdcebaaf8b4ac98,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_fcdcebaaf8b4ac98,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4e8b20e44cb0c625,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4e8b20e44cb0c625,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4e8b20e44cb0c625,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4e8b20e44cb0c625,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4e8b20e44cb0c625,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_46b1c59a5ed667ba,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_46b1c59a5ed667ba,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_46b1c59a5ed667ba,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_46b1c59a5ed667ba,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_46b1c59a5ed667ba,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_96f84d7882f057e8,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_96f84d7882f057e8,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_96f84d7882f057e8,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_96f84d7882f057e8,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_96f84d7882f057e8,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_f4c4ccf03cfaea57,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_f4c4ccf03cfaea57,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_f4c4ccf03cfaea57,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_f4c4ccf03cfaea57,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_f4c4ccf03cfaea57,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2cc8b712647d52b8,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2cc8b712647d52b8,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2cc8b712647d52b8,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2cc8b712647d52b8,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_2cc8b712647d52b8,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_19bd5c1ed7e57074,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_19bd5c1ed7e57074,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_19bd5c1ed7e57074,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_19bd5c1ed7e57074,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_19bd5c1ed7e57074,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4ece715ec72ea1f6,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4ece715ec72ea1f6,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4ece715ec72ea1f6,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4ece715ec72ea1f6,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_4ece715ec72ea1f6,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_05174aadc13c5379,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_05174aadc13c5379,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_05174aadc13c5379,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_05174aadc13c5379,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
oss,mascqa,p_05174aadc13c5379,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_52c1cfde6d6ab156,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_52c1cfde6d6ab156,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_52c1cfde6d6ab156,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_52c1cfde6d6ab156,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_52c1cfde6d6ab156,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_7d2ed4a2ce9237fc,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_7d2ed4a2ce9237fc,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_7d2ed4a2ce9237fc,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_7d2ed4a2ce9237fc,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_7d2ed4a2ce9237fc,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_134fb1ecaed5d748,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_134fb1ecaed5d748,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_134fb1ecaed5d748,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_134fb1ecaed5d748,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_134fb1ecaed5d748,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_54ab1fb9b1dfef31,0,0,full,0.5,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_54ab1fb9b1dfef31,1,0,full,0.5,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,0,0.0,4,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_54ab1fb9b1dfef31,2,0,full,0.5,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_54ab1fb9b1dfef31,3,1,remove_h0,0.0,1.0,0.3333333333333333,0.2,1,remove_h0,0.0,0,1.0,0,1.0,1,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_54ab1fb9b1dfef31,4,4,remove_h3,0.0,1.0,0.16666666666666666,0.0,1,remove_h0,0.0,0,1.0,4,0.0,4,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_303b78243016c936,0,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_303b78243016c936,1,0,full,1.0,1.0,0.16666666666666666,0.0,1,remove_h0,0.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_303b78243016c936,2,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,0.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_303b78243016c936,3,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_303b78243016c936,4,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_1a0eff74e8cb1b13,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_1a0eff74e8cb1b13,1,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,1.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_1a0eff74e8cb1b13,2,0,full,1.0,1.0,0.16666666666666666,0.0,1,remove_h0,0.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_1a0eff74e8cb1b13,3,0,full,0.0,0.0,0.16666666666666666,0.2,1,remove_h0,0.0,4,1.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_1a0eff74e8cb1b13,4,0,full,0.5,0.5,0.08333333333333333,0.0,1,remove_h0,0.0,0,0.5,0,0.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_cb2d435fd3cbbe60,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_cb2d435fd3cbbe60,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_cb2d435fd3cbbe60,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_cb2d435fd3cbbe60,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_cb2d435fd3cbbe60,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_85e8df8cf66674ad,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_85e8df8cf66674ad,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_85e8df8cf66674ad,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_85e8df8cf66674ad,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_85e8df8cf66674ad,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,omni_16k,p_967a374c2b073373,0,1,remove_h0,1.0,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_967a374c2b073373,1,1,remove_h0,1.0,0.0,0.3333333333333333,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_967a374c2b073373,2,1,remove_h0,1.0,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_967a374c2b073373,3,1,remove_h0,1.0,0.5,0.25,0.2,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_967a374c2b073373,4,1,remove_h0,1.0,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_d273095ed14b4929,0,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 1, 0, 0]"
gemma,omni_16k,p_d273095ed14b4929,1,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 1, 0, 0]"
gemma,omni_16k,p_d273095ed14b4929,2,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 1, 0, 0]"
gemma,omni_16k,p_d273095ed14b4929,3,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 1, 0, 0]"
gemma,omni_16k,p_d273095ed14b4929,4,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 1, 0, 0]"
gemma,omni_16k,p_d1736815021c347d,0,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_d1736815021c347d,1,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_d1736815021c347d,2,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_d1736815021c347d,3,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_d1736815021c347d,4,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_cf80eabef1bd0e9c,0,0,full,0.0,0.0,0.0,0.0,2,remove_h1,0.0,0,0.0,0,0.0,0,0.0,"[1, 0, 0, 0, 0]"
gemma,omni_16k,p_cf80eabef1bd0e9c,1,0,full,0.0,0.0,0.0,0.0,2,remove_h1,0.0,0,0.0,0,0.0,0,0.0,"[1, 0, 0, 0, 0]"
gemma,omni_16k,p_cf80eabef1bd0e9c,2,0,full,0.0,0.0,0.0,0.0,2,remove_h1,0.0,0,0.0,0,0.0,0,0.0,"[1, 0, 0, 0, 0]"
gemma,omni_16k,p_cf80eabef1bd0e9c,3,0,full,0.0,0.0,0.0,0.0,2,remove_h1,0.0,0,0.0,0,0.0,0,0.0,"[1, 0, 0, 0, 0]"
gemma,omni_16k,p_cf80eabef1bd0e9c,4,0,full,0.0,0.0,0.0,0.0,2,remove_h1,0.0,0,0.0,0,0.0,0,0.0,"[1, 0, 0, 0, 0]"
gemma,omni_16k,p_e6f8e6e6d8a3d225,0,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 0, 0, 0]"
gemma,omni_16k,p_e6f8e6e6d8a3d225,1,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 0, 0, 0]"
gemma,omni_16k,p_e6f8e6e6d8a3d225,2,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 0, 0, 0]"
gemma,omni_16k,p_e6f8e6e6d8a3d225,3,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 0, 0, 0]"
gemma,omni_16k,p_e6f8e6e6d8a3d225,4,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 1, 0, 0, 0]"
gemma,omni_16k,p_e055f92f58b6f8f4,0,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_e055f92f58b6f8f4,1,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
gemma,omni_16k,p_e055f92f58b6f8f4,2,0,full,1.0,1.0,1.0,1.0,1,remove_h0,1.0,0,1.0,0,1.0,0,1.0,"[0, 0, 0, 0, 0]"
